Paper_Name,Year,Citation_Number,Type
Deep High-Resolution Representation Learning for Human Pose Estimation,2019,3245,Poster
Feature Transfer Learning for Face Recognition With Under-Represented Data,2019,244,Poster
Unsupervised 3D Pose Estimation With Geometric Self-Supervision,2019,165,Poster
Peeking Into the Future: Predicting Future Person Activities and Locations in Videos,2019,365,Poster
Re-Identification With Consistent Attentive Siamese Networks,2019,253,Poster
On the Continuity of Rotation Representations in Neural Networks,2019,712,Poster
Iterative Residual Refinement for Joint Optical Flow and Occlusion Estimation,2019,231,Poster
Inverse Discriminative Networks for Handwritten Signature Verification,2019,44,Poster
Led3D: A Lightweight and Efficient Deep Approach to Recognizing Low-Quality 3D Faces,2019,45,Poster
ROI Pooled Correlation Filters for Visual Tracking,2019,87,Poster
Deep Video Inpainting,2019,172,Poster
DM-GAN: Dynamic Memory Generative Adversarial Networks for Text-To-Image Synthesis,2019,423,Poster
Non-Adversarial Image Synthesis With Generative Latent Nearest Neighbors,2019,58,Poster
Mixture Density Generative Adversarial Networks,2019,35,Poster
SketchGAN: Joint Sketch Completion and Recognition With Generative Adversarial Network,2019,56,Poster
Foreground-Aware Image Inpainting,2019,350,Poster
Art2Real: Unfolding the Reality of Artworks via Semantically-Aware Image-To-Image Translation,2019,100,Poster
Structure-Preserving Stereoscopic View Synthesis With Multi-Scale Adversarial Correlation Matching,2019,8,Poster
DynTypo: Example-Based Dynamic Text Effects Transfer,2019,7,Poster
Arbitrary Style Transfer With Style-Attentional Networks,2019,247,Poster
Typography With Decor: Intelligent Text Style Transfer,2019,18,Poster
RL-GAN-Net: A Reinforcement Learning Agent Controlled GAN Network for Real-Time Point Cloud Shape Completion,2019,164,Poster
Photo Wake-Up: 3D Character Animation From a Single Photo,2019,122,Poster
DeepLight: Learning Illumination for Unconstrained Mobile Mixed Reality,2019,97,Poster
Iterative Residual CNNs for Burst Photography Applications,2019,30,Poster
Learning Implicit Fields for Generative Shape Modeling,2019,1077,Poster
Reliable and Efficient Image Cropping: A Grid Anchor Based Approach,2019,56,Poster
Patch-Based Progressive 3D Point Set Upsampling,2019,220,Poster
An Iterative and Cooperative Top-Down and Bottom-Up Inference Network for Salient Object Detection,2019,197,Poster
Deep Stacked Hierarchical Multi-Patch Network for Image Deblurring,2019,423,Poster
Turn a Silicon Camera Into an InGaAs Camera,2019,4,Poster
Low-Rank Tensor Completion With a New Tensor Nuclear Norm Induced by Invertible Linear Transforms,2019,92,Poster
Joint Representative Selection and Feature Learning: A Semi-Supervised Approach,2019,3,Poster
The Domain Transform Solver,2019,8,Poster
CapSal: Leveraging Captioning to Boost Semantics for Salient Object Detection,2019,106,Poster
Phase-Only Image Based Kernel Estimation for Single Image Blind Deblurring,2019,51,Poster
Hierarchical Discrete Distribution Decomposition for Match Density Estimation,2019,216,Poster
FOCNet: A Fractional Optimal Control Network for Image Denoising,2019,112,Poster
Orthogonal Decomposition Network for Pixel-Wise Binary Classification,2019,9,Poster
Multi-Source Weak Supervision for Saliency Detection,2019,159,Poster
ComDefend: An Efficient Image Compression Model to Defend Adversarial Examples,2019,210,Poster
Combinatorial Persistency Criteria for Multicut and Max-Cut,2019,10,Poster
S4Net: Single Stage Salient-Instance Segmentation,2019,84,Poster
A Decomposition Algorithm for the Sparse Generalized Eigenvalue Problem,2019,14,Poster
Polynomial Representation for Persistence Diagram,2019,14,Poster
Crowd Counting and Density Estimation by Trellis Encoder-Decoder Networks,2019,331,Poster
Cross-Atlas Convolution for Parameterization Invariant Learning on Textured Mesh Surface,2019,13,Poster
Deep Surface Normal Estimation With Hierarchical RGB-D Fusion,2019,52,Poster
Knowledge-Embedded Routing Network for Scene Graph Generation,2019,314,Poster
An End-To-End Network for Panoptic Segmentation,2019,150,Poster
Fast and Flexible Indoor Scene Synthesis via Deep Convolutional Generative Models,2019,108,Poster
Marginalized Latent Semantic Encoder for Zero-Shot Learning,2019,61,Poster
Scale-Adaptive Neural Dense Features: Learning via Hierarchical Context Aggregation,2019,11,Poster
Unsupervised Embedding Learning via Invariant and Spreading Instance Feature,2019,450,Poster
AOGNets: Compositional Grammatical Architectures for Deep Learning,2019,21,Poster
A Robust Local Spectral Descriptor for Matching Non-Rigid Shapes With Incompatible Shape Structures,2019,13,Poster
Context and Attribute Grounded Dense Captioning,2019,57,Poster
Spot and Learn: A Maximum-Entropy Patch Sampler for Few-Shot Image Classification,2019,74,Poster
Interpreting CNNs via Decision Trees,2019,322,Poster
Dense Relational Captioning: Triple-Stream Networks for Relationship-Based Captioning,2019,77,Poster
Deep Modular Co-Attention Networks for Visual Question Answering,2019,647,Poster
Synthesizing Environment-Aware Activities via Activity Sketches,2019,25,Poster
Self-Critical N-Step Training for Image Captioning,2019,58,Poster
Multi-Target Embodied Question Answering,2019,72,Poster
Visual Question Answering as Reading Comprehension,2019,43,Poster
StoryGAN: A Sequential Conditional GAN for Story Visualization,2019,137,Poster
Noise-Aware Unsupervised Deep Lidar-Stereo Fusion,2019,59,Poster
Versatile Multiple Choice Learning and Its Application to Vision Computing,2019,20,Poster
EV-Gait: Event-Based Robust Gait Recognition Using Dynamic Vision Sensors,2019,95,Poster
ToothNet: Automatic Tooth Instance Segmentation and Identification From Cone Beam CT Images,2019,131,Poster
Modularized Textual Grounding for Counterfactual Resilience,2019,30,Poster
L3-Net: Towards Learning Based LiDAR Localization for Autonomous Driving,2019,207,Poster
Panoptic Feature Pyramid Networks,2019,975,Oral
Mask Scoring R-CNN,2019,856,Oral
Reasoning-RCNN: Unifying Adaptive Global Reasoning Into Large-Scale Object Detection,2019,67,Oral
Cross-Modality Personalization for Retrieval,2019,20,Oral
Composing Text and Image for Image Retrieval - an Empirical Odyssey,2019,293,Oral
Arbitrary Shape Scene Text Detection With Adaptive Text Region Representation,2019,159,Oral
Adaptive NMS: Refining Pedestrian Detection in a Crowd,2019,254,Oral
"Point in, Box Out: Beyond Counting Persons in Crowds",2019,168,Oral
Locating Objects Without Bounding Boxes,2019,88,Oral
FineGAN: Unsupervised Hierarchical Disentanglement for Fine-Grained Object Generation and Discovery,2019,131,Oral
Mutual Learning of Complementary Networks via Residual Correction for Improving Semi-Supervised Classification,2019,28,Oral
Sampling Techniques for Large-Scale Object Detection From Sparsely Annotated Objects,2019,31,Oral
Curls &amp; Whey: Boosting Black-Box Adversarial Attacks,2019,132,Oral
Barrage of Random Transforms for Adversarially Robust Defense,2019,135,Oral
Aggregation Cross-Entropy for Sequence Recognition,2019,99,Oral
LaSO: Label-Set Operations Networks for Multi-Label Few-Shot Learning,2019,111,Oral
Few-Shot Learning With Localization in Realistic Settings,2019,119,Oral
AdaGraph: Unifying Predictive and Continuous Domain Adaptation Through Graphs,2019,68,Oral
Grounded Video Description,2019,185,Oral
Streamlined Dense Video Captioning,2019,112,Oral
Adversarial Inference for Multi-Sentence Video Description,2019,82,Oral
Unified Visual-Semantic Embeddings: Bridging Vision and Language With Structured Meaning Representations,2019,126,Oral
Learning to Compose Dynamic Tree Structures for Visual Contexts,2019,343,Oral
Reinforced Cross-Modal Matching and Self-Supervised Imitation Learning for Vision-Language Navigation,2019,414,Oral
Dynamic Fusion With Intra- and Inter-Modality Attention Flow for Visual Question Answering,2019,290,Oral
Cycle-Consistency for Robust Visual Question Answering,2019,149,Oral
Embodied Question Answering in Photorealistic Environments With Point Cloud Perception,2019,120,Oral
Reasoning Visual Dialogs With Structural and Partial Observations,2019,104,Oral
Recursive Visual Attention in Visual Dialog,2019,108,Oral
Two Body Problem: Collaborative Visual Task Completion,2019,63,Oral
GQA: A New Dataset for Real-World Visual Reasoning and Compositional Question Answering,2019,806,Oral
Text2Scene: Generating Compositional Scenes From Textual Descriptions,2019,75,Oral
From Recognition to Cognition: Visual Commonsense Reasoning,2019,642,Oral
The Regretful Agent: Heuristic-Aided Navigation Through Progress Estimation,2019,156,Oral
Tactical Rewind: Self-Correction via Backtracking in Vision-And-Language Navigation,2019,141,Oral
Learning to Learn How to Learn: Self-Adaptive Visual Navigation Using Meta-Learning,2019,170,Oral
High Flux Passive Imaging With Single-Photon Sensors,2019,50,Oral
Photon-Flooded Single-Photon 3D Cameras,2019,43,Oral
Acoustic Non-Line-Of-Sight Imaging,2019,95,Oral
Steady-State Non-Line-Of-Sight Imaging,2019,60,Oral
A Theory of Fermat Paths for Non-Line-Of-Sight Shape Reconstruction,2019,154,Oral
End-To-End Projector Photometric Compensation,2019,27,Oral
Bringing a Blurry Frame Alive at High Frame-Rate With an Event Camera,2019,162,Oral
Bringing Alive Blurred Moments,2019,75,Oral
Learning to Synthesize Motion Blur,2019,66,Oral
Underexposed Photo Enhancement Using Deep Illumination Estimation,2019,590,Oral
Blind Visual Motif Removal From a Single Image,2019,21,Oral
Non-Local Meets Global: An Integrated Paradigm for Hyperspectral Denoising,2019,111,Oral
Neural Rerendering in the Wild,2019,181,Oral
GeoNet: Deep Geodesic Networks for Point Cloud Analysis,2019,41,Oral
MeshAdv: Adversarial Meshes for Visual Recognition,2019,91,Oral
Fast Spatially-Varying Indoor Lighting Estimation,2019,98,Oral
Neural Illumination: Lighting Prediction for Indoor Environments,2019,189,Oral
Deep Sky Modeling for Single Image Outdoor Lighting Estimation,2019,81,Oral
Bidirectional Learning for Domain Adaptation of Semantic Segmentation,2019,558,Poster
Enhanced Bayesian Compression via Deep Reinforcement Learning,2019,10,Poster
Strong-Weak Distribution Alignment for Adaptive Object Detection,2019,486,Poster
MFAS: Multimodal Fusion Architecture Search,2019,153,Poster
Disentangling Adversarial Robustness and Generalization,2019,227,Poster
ShieldNets: Defending Against Adversarial Attacks Using Probabilistic Adversarial Robustness,2019,33,Poster
Deeply-Supervised Knowledge Synergy,2019,57,Poster
Dual Residual Networks Leveraging the Potential of Paired Operations for Image Restoration,2019,172,Poster
Probabilistic End-To-End Noise Correction for Learning With Noisy Labels,2019,356,Poster
Attention-Guided Unified Network for Panoptic Segmentation,2019,277,Poster
NAS-FPN: Learning Scalable Feature Pyramid Architecture for Object Detection,2019,1304,Poster
OICSR: Out-In-Channel Sparsity Regularization for Compact Deep Neural Networks,2019,69,Poster
Semantically Aligned Bias Reducing Zero Shot Learning,2019,72,Poster
Feature Space Perturbations Yield More Transferable Adversarial Examples,2019,140,Poster
IGE-Net: Inverse Graphics Energy Networks for Human Pose Estimation and Single-View Reconstruction,2019,6,Poster
Accelerating Convolutional Neural Networks via Activation Map Compression,2019,51,Poster
Knowledge Distillation via Instance Relationship Graph,2019,236,Poster
PPGNet: Learning Point-Pair Graph for Line Segment Detection,2019,73,Poster
Building Detail-Sensitive Semantic Segmentation Networks With Polynomial Pooling,2019,24,Poster
Variational Bayesian Dropout With a Hierarchical Prior,2019,15,Poster
AANet: Attribute Attention Network for Person Re-Identifications,2019,334,Poster
Overcoming Limitations of Mixture Density Networks: A Sampling and Fitting Framework for Multimodal Future Prediction,2019,159,Poster
A Main/Subsidiary Network Framework for Simplifying Binary Neural Networks,2019,30,Poster
PointNetLK: Robust &amp; Efficient Point Cloud Registration Using PointNet,2019,722,Poster
Few-Shot Adaptive Faster R-CNN,2019,136,Poster
VRSTC: Occlusion-Free Video Person Re-Identification,2019,194,Poster
Compact Feature Learning for Multi-Domain Image Classification,2019,22,Poster
Adaptive Transfer Network for Cross-Domain Person Re-Identification,2019,269,Poster
Large-Scale Few-Shot Learning: Knowledge Transfer With Class Hierarchy,2019,119,Poster
Moving Object Detection Under Discontinuous Change in Illumination Using Tensor Low-Rank and Invariant Sparse Decomposition,2019,15,Poster
Pedestrian Detection With Autoregressive Network Phases,2019,83,Poster
All You Need Is a Few Shifts: Designing Efficient Convolutional Neural Networks for Image Classification,2019,83,Poster
Stochastic Class-Based Hard Example Mining for Deep Metric Learning,2019,108,Poster
Revisiting Local Descriptor Based Image-To-Class Measure for Few-Shot Learning,2019,423,Poster
Towards Robust Curve Text Detection With Conditional Spatial Expansion,2019,87,Poster
Revisiting Perspective Information for Efficient Crowd Counting,2019,218,Poster
Towards Universal Object Detection by Domain Attention,2019,182,Poster
Ensemble Deep Manifold Similarity Learning Using Hard Proxies,2019,55,Poster
Quantization Networks,2019,262,Poster
RES-PCA: A Scalable Approach to Recovering Low-Rank Matrices,2019,26,Poster
Occlusion-Net: 2D/3D Occluded Keypoint Localization Using Graph Networks,2019,56,Poster
Efficient Featurized Image Pyramid Network for Single Shot Detector,2019,107,Poster
Multi-Task Multi-Sensor Fusion for 3D Object Detection,2019,585,Poster
Domain-Specific Batch Normalization for Unsupervised Domain Adaptation,2019,361,Poster
Grid R-CNN,2019,352,Poster
MetaCleaner: Learning to Hallucinate Clean Representations for Noisy-Labeled Visual Recognition,2019,82,Poster
"Mapping, Localization and Path Planning for Image-Based Navigation Using Visual Features and Map",2019,29,Poster
Triply Supervised Decoder Networks for Joint Detection and Segmentation,2019,68,Poster
Leveraging the Invariant Side of Generative Zero-Shot Learning,2019,281,Poster
Exploring the Bounds of the Utility of Context for Object Detection,2019,26,Poster
A-CNN: Annularly Convolutional Neural Networks on Point Clouds,2019,259,Poster
DARNet: Deep Active Ray Network for Building Segmentation,2019,96,Poster
Point Cloud Oversegmentation With Graph-Structured Deep Metric Learning,2019,159,Poster
Graphonomy: Universal Human Parsing via Graph Transfer Learning,2019,140,Poster
Fitting Multiple Heterogeneous Models by Multi-Class Cascaded T-Linkage,2019,19,Poster
A Late Fusion CNN for Digital Matting,2019,119,Poster
BASNet: Boundary-Aware Salient Object Detection,2019,1049,Poster
ZigZagNet: Fusing Top-Down and Bottom-Up Context for Object Segmentation,2019,71,Poster
Object Instance Annotation With Deep Extreme Level Set Evolution,2019,73,Poster
Leveraging Crowdsourced GPS Data for Road Extraction From Aerial Imagery,2019,66,Poster
Adaptive Pyramid Context Network for Semantic Segmentation,2019,314,Poster
"Isospectralization, or How to Hear Shape, Style, and Correspondence",2019,47,Poster
Speech2Face: Learning the Face Behind a Voice,2019,149,Poster
Joint Manifold Diffusion for Combining Predictions on Decoupled Observations,2019,3,Poster
Audio Visual Scene-Aware Dialog,2019,135,Poster
Learning to Minify Photometric Stereo,2019,63,Poster
Reflective and Fluorescent Separation Under Narrow-Band Illumination,2019,5,Poster
Depth From a Polarisation + RGB Stereo Pair,2019,68,Poster
Rethinking the Evaluation of Video Summaries,2019,105,Poster
What Object Should I Use? - Task Driven Object Detection,2019,12,Poster
Triangulation Learning Network: From Monocular to Stereo 3D Object Detection,2019,109,Poster
Connecting the Dots: Learning Representations for Active Monocular Depth Estimation,2019,28,Poster
Learning Non-Volumetric Depth Fusion Using Successive Reprojections,2019,29,Poster
Stereo R-CNN Based 3D Object Detection for Autonomous Driving,2019,468,Poster
Hybrid Scene Compression for Visual Localization,2019,44,Poster
MMFace: A Multi-Metric Regression Network for Unconstrained Face Reconstruction,2019,39,Poster
3D Motion Decomposition for RGBD Future Dynamic Scene Synthesis,2019,16,Poster
Single Image Depth Estimation Trained via Depth From Defocus Cues,2019,124,Poster
RGBD Based Dimensional Decomposition Residual Network for 3D Semantic Scene Completion,2019,48,Poster
Neural Scene Decomposition for Multi-Person Motion Capture,2019,49,Poster
Efficient Decision-Based Black-Box Adversarial Attacks on Face Recognition,2019,316,Poster
FA-RPN: Floating Region Proposals for Face Detection,2019,44,Poster
Bayesian Hierarchical Dynamic Model for Human Action Recognition,2019,44,Poster
Mixed Effects Neural Networks (MeNets) With Applications to Gaze Estimation,2019,77,Poster
3D Human Pose Estimation in Video With Temporal Convolutions and Semi-Supervised Training,2019,830,Poster
Learning to Regress 3D Face Shape and Expression From an Image Without 3D Supervision,2019,211,Poster
PoseFix: Model-Agnostic General Human Pose Refinement Network,2019,159,Poster
RepNet: Weakly Supervised Training of an Adversarial Reprojection Network for 3D Human Pose Estimation,2019,213,Poster
Fast and Robust Multi-Person 3D Pose Estimation From Multiple Views,2019,143,Poster
Face-Focused Cross-Stream Network for Deception Detection in Videos,2019,39,Poster
Unequal-Training for Deep Face Recognition With Long-Tailed Noisy Data,2019,116,Poster
T-Net: Parametrizing Fully Convolutional Nets With a Single High-Order Tensor,2019,66,Poster
Hierarchical Cross-Modal Talking Face Generation With Dynamic Pixel-Wise Loss,2019,250,Poster
Object-Centric Auto-Encoders and Dummy Anomalies for Abnormal Event Detection in Video,2019,294,Poster
DDLSTM: Dual-Domain LSTM for Cross-Dataset Action Recognition,2019,26,Poster
The Pros and Cons: Rank-Aware Temporal Attention for Skill Determination in Long Videos,2019,76,Poster
Collaborative Spatiotemporal Feature Learning for Video Action Recognition,2019,108,Poster
MARS: Motion-Augmented RGB Stream for Action Recognition,2019,264,Poster
Convolutional Relational Machine for Group Activity Recognition,2019,103,Poster
Video Summarization by Learning From Unpaired Data,2019,113,Poster
Skeleton-Based Action Recognition With Directed Graph Neural Networks,2019,686,Poster
PA3D: Pose-Action 3D Machine for Video Recognition,2019,75,Poster
Deep Dual Relation Modeling for Egocentric Interaction Recognition,2019,22,Poster
MOTS: Multi-Object Tracking and Segmentation,2019,432,Poster
Siamese Cascaded Region Proposal Networks for Real-Time Visual Tracking,2019,405,Poster
PointFlowNet: Learning Representations for Rigid Motion Estimation From Point Clouds,2019,97,Poster
Listen to the Image,2019,18,Poster
Image Super-Resolution by Neural Texture Transfer,2019,273,Poster
Conditional Adversarial Generative Flow for Controllable Image Synthesis,2019,41,Poster
How to Make a Pizza: Learning a Compositional Layer-Based GAN Model,2019,29,Poster
TransGaGa: Geometry-Aware Unsupervised Image-To-Image Translation,2019,104,Poster
Depth-Attentional Features for Single-Image Rain Removal,2019,247,Poster
Hyperspectral Image Reconstruction Using a Deep Spatial-Spectral Prior,2019,128,Poster
LiFF: Light Field Features in Scale and Depth,2019,64,Poster
Deep Exemplar-Based Video Colorization,2019,178,Poster
On Finding Gray Pixels,2019,65,Poster
UnOS: Unified Unsupervised Optical-Flow and Stereo-Depth Estimation by Watching Videos,2019,141,Poster
Learning Transformation Synchronization,2019,48,Poster
D2-Net: A Trainable CNN for Joint Description and Detection of Local Features,2019,486,Poster
Recurrent Neural Networks With Intra-Frame Iterations for Video Deblurring,2019,118,Poster
Learning to Extract Flawless Slow Motion From Blurry Videos,2019,51,Poster
Natural and Realistic Single Image Super-Resolution With Explicit Natural Manifold Discrimination,2019,121,Poster
RF-Net: An End-To-End Image Matching Network Based on Receptive Field,2019,93,Poster
Fast Single Image Reflection Suppression via Convex Optimization,2019,47,Poster
A Mutual Learning Method for Salient Object Detection With Intertwined Multi-Supervision,2019,235,Poster
Enhanced Pix2pix Dehazing Network,2019,484,Poster
Assessing Personally Perceived Image Quality via Image Features and Collaborative Filtering,2019,7,Poster
Single Image Reflection Removal Exploiting Misaligned Training Data and Network Enhancements,2019,119,Poster
Exploring Context and Visual Pattern of Relationship for Scene Graph Generation,2019,88,Poster
Learning From Synthetic Data for Crowd Counting in the Wild,2019,481,Poster
A Local Block Coordinate Descent Algorithm for the CSC Model,2019,52,Poster
Not Using the Car to See the Sidewalk - Quantifying and Controlling the Effects of Context in Classification and Segmentation,2019,74,Poster
Discovering Fair Representations in the Data Domain,2019,115,Poster
Actor-Critic Instance Segmentation,2019,14,Poster
Generalized Zero- and Few-Shot Learning via Aligned Variational Autoencoders,2019,629,Poster
Semantic Projection Network for Zero- and Few-Label Semantic Segmentation,2019,193,Poster
GCAN: Graph Convolutional Adversarial Network for Unsupervised Domain Adaptation,2019,113,Poster
Seamless Scene Segmentation,2019,181,Poster
Unsupervised Image Matching and Object Discovery as Optimization,2019,61,Poster
Wide-Area Crowd Counting via Ground-Plane Density Maps and Multi-View Fusion CNNs,2019,112,Poster
"Show, Control and Tell: A Framework for Generating Controllable and Grounded Captions",2019,159,Poster
Towards VQA Models That Can Read,2019,343,Poster
Object-Aware Aggregation With Bidirectional Temporal Graph for Video Captioning,2019,151,Poster
Progressive Attention Memory Network for Movie Story Question Answering,2019,75,Poster
Memory-Attended Recurrent Network for Video Captioning,2019,194,Poster
Visual Query Answering by Entity-Attribute Graph Matching and Reasoning,2019,21,Poster
Look Back and Predict Forward in Image Captioning,2019,111,Poster
Explainable and Explicit Visual Reasoning Over Scene Graphs,2019,197,Poster
Transfer Learning via Unsupervised Task Discovery for Visual Question Answering,2019,16,Poster
Intention Oriented Image Captions With Guiding Objects,2019,45,Poster
Uncertainty Guided Multi-Scale Residual Learning-Using a Cycle Spinning CNN for Single Image De-Raining,2019,211,Poster
Toward Realistic Image Compositing With Adversarial Learning,2019,53,Poster
Cross-Classification Clustering: An Efficient Multi-Object Tracking Technique for 3-D Instance Segmentation in Connectomics,2019,32,Poster
Deep ChArUco: Dark ChArUco Marker Pose Estimation,2019,62,Poster
Pseudo-LiDAR From Visual Depth Estimation: Bridging the Gap in 3D Object Detection for Autonomous Driving,2019,860,Poster
Rules of the Road: Predicting Driving Behavior With a Convolutional Model of Semantic Interactions,2019,216,Poster
Metric Learning for Image Registration,2019,78,Poster
LO-Net: Deep Real-Time Lidar Odometry,2019,170,Poster
TraPHic: Trajectory Prediction in Dense and Heterogeneous Traffic Using Weighted Interactions,2019,235,Poster
World From Blur,2019,15,Poster
Topology Reconstruction of Tree-Like Structure in Images via Structural Similarity Measure and Dominant Set Clustering,2019,10,Poster
Pyramidal Person Re-IDentification via Multi-Loss Dynamic Training,2019,367,Poster
Holistic and Comprehensive Annotation of Clinically Significant Findings on Diverse CT Images: Learning From Radiology Reports and Label Ontology,2019,58,Oral
Robust Histopathology Image Analysis: To Label or to Synthesize,2019,131,Oral
Data Augmentation Using Learned Transformations for One-Shot Medical Image Segmentation,2019,417,Oral
Shifting More Attention to Video Salient Object Detection,2019,398,Oral
Neural Task Graphs: Generalizing to Unseen Tasks From a Single Video Demonstration,2019,132,Oral
Beyond Tracking: Selecting Memory and Refining Poses for Deep Visual Odometry,2019,94,Oral
Image Generation From Layout,2019,175,Oral
Multimodal Explanations by Predicting Counterfactuality in Videos,2019,31,Oral
Learning to Explain With Complemental Examples,2019,39,Oral
HAQ: Hardware-Aware Automated Quantization With Mixed Precision,2019,816,Oral
Content Authentication for Neural Imaging Pipelines: End-To-End Optimization of Photo Provenance in Complex Distribution Channels,2019,13,Oral
Inverse Procedural Modeling of Knitwear,2019,4,Oral
Estimating 3D Motion and Forces of Person-Object Interactions From Monocular Video,2019,54,Oral
DeepMapping: Unsupervised Map Estimation From Multiple Point Clouds,2019,60,Oral
End-To-End Interpretable Neural Motion Planner,2019,303,Oral
"Divergence Triangle for Joint Training of Generator Model, Energy-Based Model, and Inferential Model",2019,54,Oral
Image Deformation Meta-Networks for One-Shot Learning,2019,212,Oral
Online High Rank Matrix Completion,2019,30,Oral
Multispectral Imaging for Fine-Grained Recognition of Powders on Complex Backgrounds,2019,11,Oral
ContactDB: Analyzing and Predicting Grasp Contact via Thermal Imaging,2019,119,Oral
Robust Subspace Clustering With Independent and Piecewise Identically Distributed Noise Modeling,2019,17,Oral
What Correspondences Reveal About Unknown Camera and Motion Models,2019,1,Oral
Self-Calibrating Deep Photometric Stereo Networks,2019,116,Oral
Argoverse: 3D Tracking and Forecasting With Rich Maps,2019,886,Oral
Side Window Filtering,2019,99,Oral
Defense Against Adversarial Images Using Web-Scale Nearest-Neighbor Search,2019,58,Oral
Incremental Object Learning From Contiguous Views,2019,41,Oral
IP102: A Large-Scale Benchmark Dataset for Insect Pest Recognition,2019,215,Oral
CityFlow: A City-Scale Benchmark for Multi-Target Multi-Camera Vehicle Tracking and Re-Identification,2019,331,Oral
Social-IQ: A Question Answering Benchmark for Artificial Social Intelligence,2019,87,Oral
UPSNet: A Unified Panoptic Segmentation Network,2019,385,Oral
JSIS3D: Joint Semantic-Instance Segmentation of 3D Point Clouds With Multi-Task Pointwise Networks and Multi-Value Conditional Random Fields,2019,207,Oral
Instance Segmentation by Jointly Optimizing Spatial Embeddings and Clustering Bandwidth,2019,259,Oral
DeepCO3: Deep Instance Co-Segmentation by Co-Peak Search and Co-Saliency Detection,2019,68,Oral
Improving Semantic Segmentation via Video Propagation and Label Relaxation,2019,387,Oral
Accel: A Corrective Fusion Network for Efficient Semantic Segmentation on Video,2019,101,Oral
Shape2Motion: Joint Analysis of Motion Parts and Attributes From 3D Shapes,2019,81,Oral
Semantic Correlation Promoted Shape-Variant Context for Segmentation,2019,170,Oral
Relation-Shape Convolutional Neural Network for Point Cloud Analysis,2019,753,Oral
Enhancing Diversity of Defocus Blur Detectors via Cross-Ensemble Network,2019,56,Oral
BubbleNets: Learning to Select the Guidance Frame in Video Object Segmentation by Deep Sorting Frames,2019,39,Oral
Collaborative Global-Local Networks for Memory-Efficient Segmentation of Ultra-High Resolution Images,2019,113,Oral
Efficient Parameter-Free Clustering Using First Neighbor Relations,2019,141,Oral
Learning Personalized Modular Network Guided by Structured Knowledge,2019,2,Oral
A Generative Appearance Model for End-To-End Video Object Segmentation,2019,168,Oral
A Flexible Convolutional Solver for Fast Style Transfers,2019,18,Poster
Cross Domain Model Compression by Structurally Weight Sharing,2019,6,Poster
TraVeLGAN: Image-To-Image Translation by Transformation Vector Learning,2019,99,Poster
Deep Robust Subjective Visual Property Prediction in Crowdsourcing,2019,6,Poster
Transferable AutoML by Model Sharing Over Grouped Datasets,2019,19,Poster
Learning Not to Learn: Training Deep Neural Networks With Biased Data,2019,321,Poster
IRLAS: Inverse Reinforcement Learning for Architecture Search,2019,38,Poster
Learning for Single-Shot Confidence Calibration in Deep Neural Networks Through Stochastic Inferences,2019,65,Poster
Attention-Based Adaptive Selection of Operations for Image Restoration in the Presence of Unknown Combined Distortions,2019,84,Poster
Fully Learnable Group Convolution for Acceleration of Deep Neural Networks,2019,63,Poster
EIGEN: Ecologically-Inspired GENetic Approach for Neural Network Structure Searching From Scratch,2019,18,Poster
Deep Incremental Hashing Network for Efficient Image Retrieval,2019,97,Poster
"Robustness via Curvature Regularization, and Vice Versa",2019,269,Poster
SparseFool: A Few Pixels Make a Big Difference,2019,158,Poster
Interpretable and Fine-Grained Visual Explanations for Convolutional Neural Networks,2019,126,Poster
Structured Pruning of Neural Networks With Budget-Aware Regularization,2019,81,Poster
MBS: Macroblock Scaling for CNN Model Reduction,2019,5,Poster
Fast Neural Architecture Search of Compact Semantic Segmentation Models via Auxiliary Cells,2019,156,Poster
Generating 3D Adversarial Point Clouds,2019,225,Poster
Partial Order Pruning: For Best Speed/Accuracy Trade-Off in Neural Architecture Search,2019,134,Poster
Memory in Memory: A Predictive Neural Network for Learning Higher-Order Non-Stationarity From Spatiotemporal Dynamics,2019,215,Poster
Variational Information Distillation for Knowledge Transfer,2019,474,Poster
You Look Twice: GaterNet for Dynamic Filter Selection in CNNs,2019,74,Poster
SpherePHD: Applying CNNs on a Spherical PolyHeDron Representation of 360deg Images,2019,94,Poster
"ESPNetv2: A Light-Weight, Power Efficient, and General Purpose Convolutional Neural Network",2019,386,Poster
Assisted Excitation of Activations: A Learning Technique to Improve Object Detectors,2019,34,Poster
Exploiting Edge Features for Graph Neural Networks,2019,228,Poster
Propagation Mechanism for Deep and Wide Neural Networks,2019,4,Poster
"Catastrophic Child's Play: Easy to Perform, Hard to Defend Adversarial Attacks",2019,7,Poster
Embedding Complementary Deep Networks for Image Classification,2019,8,Poster
Deep Multimodal Clustering for Unsupervised Audiovisual Learning,2019,169,Poster
Dense Classification and Implanting for Few-Shot Learning,2019,199,Poster
Class-Balanced Loss Based on Effective Number of Samples,2019,1672,Poster
Discovering Visual Patterns in Art Collections With Spatially-Consistent Feature Learning,2019,85,Poster
Min-Max Statistical Alignment for Transfer Learning,2019,10,Poster
Spatial-Aware Graph Relation Network for Large-Scale Object Detection,2019,104,Poster
"Deformable ConvNets V2: More Deformable, Better Results",2019,1451,Poster
Interaction-And-Aggregation Network for Person Re-Identification,2019,329,Poster
Rare Event Detection Using Disentangled Representation Learning,2019,34,Poster
Shape Robust Text Detection With Progressive Scale Expansion Network,2019,508,Poster
